day,symbol,avg_entity_sentiment,avg_event_sentiment,avg_story_traffic,avg_event_relevance
2017-01-15T00:00:00.000-05,GOOG,12.2991,12.1471,1081722164,76.959
2017-01-16T00:00:00.000-05,GOOG,18.4633,18.6247,615112464.1,81.5135
2017-01-17T00:00:00.000-05,GOOG,24.0968,23.8238,540148465.3,80.4974
2017-01-18T00:00:00.000-05,GOOG,18.6839,18.7934,449233767.2,80.8769
2017-01-19T00:00:00.000-05,GOOG,20.4805,20.2834,447137635,76.288
2017-01-20T00:00:00.000-05,GOOG,23.4306,23.4281,525795675.4,78.3872
2017-01-21T00:00:00.000-05,GOOG,23.7552,23.5313,711151778.2,81.1227
2017-01-22T00:00:00.000-05,GOOG,16.8184,17.2338,568427161.3,82.5751
2017-01-23T00:00:00.000-05,GOOG,22.9795,23.6809,508658799.2,81.6548
2017-01-24T00:00:00.000-05,GOOG,23.2484,23.1709,538908301.8,82.1288
2017-01-25T00:00:00.000-05,GOOG,19.2563,19.4107,553255343.3,83.6954
2017-01-26T00:00:00.000-05,GOOG,23.3988,23.4952,610676069.7,81.5094
2017-01-27T00:00:00.000-05,GOOG,25.1421,25.3421,441012560.1,83.3349
2017-01-28T00:00:00.000-05,GOOG,1.188,0.9829,419821795.1,72.4499
2017-01-29T00:00:00.000-05,GOOG,3.0617,2.5841,451844461.5,75.7181
2017-01-30T00:00:00.000-05,GOOG,8.3639,8.6569,558865326.4,77.9198
2017-01-31T00:00:00.000-05,GOOG,18.1193,17.7994,588154897.2,79.223
2017-02-01T00:00:00.000-05,GOOG,21.5532,21.7049,614201818,85.1097
2017-02-02T00:00:00.000-05,GOOG,13.9726,13.9031,878070871.5,82.1522
2017-02-03T00:00:00.000-05,GOOG,14.1421,14.8823,632478118.3,79.7418
2017-02-04T00:00:00.000-05,GOOG,6.0365,5.8645,804226953.8,81.8086
2017-02-05T00:00:00.000-05,GOOG,10.7486,9.7953,691726466.7,84.636
2017-02-06T00:00:00.000-05,GOOG,-0.4905,-0.374,482809745.4,78.8152
2017-02-07T00:00:00.000-05,GOOG,-4.245,-4.2995,947073881.4,86.1267
2017-02-08T00:00:00.000-05,GOOG,8.2112,8.263,702364074.4,83.9382
2017-02-09T00:00:00.000-05,GOOG,12.1324,12.3001,378535575.4,81.3271
2017-02-10T00:00:00.000-05,GOOG,15.3142,15.3695,716988804.4,82.799
2017-02-11T00:00:00.000-05,GOOG,16.8497,16.3464,654115809.5,81.2281
2017-02-12T00:00:00.000-05,GOOG,12.7133,12.6856,914587775.1,81.3906
2017-02-13T00:00:00.000-05,GOOG,22.3413,22.5098,571224216.9,82.3284
2017-02-14T00:00:00.000-05,GOOG,18.8558,20.4186,448895979.8,80.8233
2017-02-15T00:00:00.000-05,GOOG,20.656,21.5494,671621872,81.9957
2017-02-16T00:00:00.000-05,GOOG,22.2325,22.1434,404070117.8,77.89
2017-02-17T00:00:00.000-05,GOOG,24.0815,24.2195,885623001.5,78.5664
2017-02-18T00:00:00.000-05,GOOG,24.5092,24.4789,474689588.1,81.2648
2017-02-19T00:00:00.000-05,GOOG,17.6389,17.8227,658523776.3,79.7686
2017-02-20T00:00:00.000-05,GOOG,22.5422,22.1873,454444410.6,75.9372
2017-02-21T00:00:00.000-05,GOOG,15.5844,15.1225,379991099,78.642
2017-02-22T00:00:00.000-05,GOOG,23.0752,22.831,374280436.6,81.1688
2017-02-23T00:00:00.000-05,GOOG,19.1032,19.2848,905970359.2,81.2041
2017-02-24T00:00:00.000-05,GOOG,9.8906,10.1102,528178197,77.0572
2017-02-25T00:00:00.000-05,GOOG,2.2435,4.07,345284294.3,80.5338
2017-02-26T00:00:00.000-05,GOOG,9.736,10.0765,453997182.8,84.4502
2017-02-27T00:00:00.000-05,GOOG,18.7207,18.6401,1040410594,82.1748
2017-02-28T00:00:00.000-05,GOOG,25.1183,25.3657,554673544.2,80.2269
2017-03-01T00:00:00.000-05,GOOG,29.2347,29.3257,563740201.8,81.4611
2017-03-02T00:00:00.000-05,GOOG,25.9861,26.225,691994002.1,83.5353
2017-03-03T00:00:00.000-05,GOOG,27.8606,28.1596,390872633.8,83.8514
2017-03-04T00:00:00.000-05,GOOG,27.3481,27.6458,491863713.4,82.8324
2017-03-05T00:00:00.000-05,GOOG,18.8513,17.7505,720862166,80.2074
2017-03-06T00:00:00.000-05,GOOG,12.7791,12.1057,708020048.4,82.351
2017-03-07T00:00:00.000-05,GOOG,18.561,18.8863,834542533.5,80.4045
2017-03-08T00:00:00.000-05,GOOG,21.8815,21.5085,580717607.2,79.8257
2017-03-09T00:00:00.000-05,GOOG,17.8981,17.6919,687541304,80.318
2017-03-10T00:00:00.000-05,GOOG,20.0597,19.7808,391117570.6,80.49
2017-03-11T00:00:00.000-05,GOOG,19.1882,19.2793,319245278.9,80.6927
2017-03-12T00:00:00.000-05,GOOG,22.1136,21.6302,683288635.2,80.3391
2017-03-13T00:00:00.000-04,GOOG,26.7232,26.158,1245136849,83.0413
2017-03-14T00:00:00.000-04,GOOG,26.6328,26.7718,2111678446,81.2341
2017-03-15T00:00:00.000-04,GOOG,29.0632,29.0403,1504425697,80.0088
2017-03-16T00:00:00.000-04,GOOG,15.635,16.1004,817850907.1,81.0244
2017-03-17T00:00:00.000-04,GOOG,8.1516,9.3249,615159180.7,75.6903
2017-03-18T00:00:00.000-04,GOOG,3.7305,6.7037,2662838569,70.0303
2017-03-19T00:00:00.000-04,GOOG,7.4119,7.1622,1203720131,74.7437
2017-03-20T00:00:00.000-04,GOOG,7.8599,8.3976,889765317.8,76.861
2017-03-21T00:00:00.000-04,GOOG,19.7937,19.7732,782681337.3,80.7216
2017-03-22T00:00:00.000-04,GOOG,22.6674,22.4567,763906067.7,80.8019
2017-03-23T00:00:00.000-04,GOOG,8.5332,8.166,974763430.7,80.194
2017-03-24T00:00:00.000-04,GOOG,10.6155,11.0397,590825185.4,78.0658
2017-03-25T00:00:00.000-04,GOOG,12.4576,12.7263,467385582.3,79.1268
2017-03-26T00:00:00.000-04,GOOG,19.9461,19.9229,2025792384,80.7984
2017-03-27T00:00:00.000-04,GOOG,18.4165,18.2317,964764151.8,81.2321
2017-03-28T00:00:00.000-04,GOOG,15.5935,18.9174,1064338596,81.9676
2017-03-29T00:00:00.000-04,GOOG,22.9186,23.0992,2374419415,84.0951
2017-03-30T00:00:00.000-04,GOOG,24.8381,24.7687,1178334968,85.9956
2017-03-31T00:00:00.000-04,GOOG,9.228,8.8111,1385242511,77.5701
2017-04-01T00:00:00.000-04,GOOG,21.5466,22.2149,1236061147,79.6759
2017-04-02T00:00:00.000-04,GOOG,22.2423,22.1148,1170831523,82.2511
2017-04-03T00:00:00.000-04,GOOG,16.4164,16.2039,1446252555,79.3454
2017-04-04T00:00:00.000-04,GOOG,10.9386,10.5974,853563117,78.0314
2017-04-05T00:00:00.000-04,GOOG,20.8813,20.5602,1542877061,83.336
2017-04-06T00:00:00.000-04,GOOG,22.3609,22.3684,1856206895,80.4709
2017-04-07T00:00:00.000-04,GOOG,8.4144,9.7485,930751354.7,74.1733
2017-04-08T00:00:00.000-04,GOOG,-14.98,-12.3436,696481640.5,68.4915
2017-04-09T00:00:00.000-04,GOOG,-3.431,-2.8042,957463092.4,73.5656
2017-04-10T00:00:00.000-04,GOOG,12.2954,11.8543,541702112.7,78.9471
2017-04-11T00:00:00.000-04,GOOG,6.3794,6.1727,833841700.4,84.3783
2017-04-12T00:00:00.000-04,GOOG,14.3024,13.9115,757193116.3,83.7122
2017-04-13T00:00:00.000-04,GOOG,23.4142,23.1309,432946655.2,80.4967
2017-04-14T00:00:00.000-04,GOOG,14.8837,14.7043,665268093.6,78.0115
2017-04-15T00:00:00.000-04,GOOG,12.9433,12.7415,1245653409,82.041
2017-04-16T00:00:00.000-04,GOOG,19.7058,19.712,1469945558,78.3193
2017-04-17T00:00:00.000-04,GOOG,2.9877,2.6353,621041758.8,77.5394
2017-04-18T00:00:00.000-04,GOOG,13.4595,13.3118,546717017.6,80.2079
2017-04-19T00:00:00.000-04,GOOG,20.2746,20.1247,409958220.9,80.8061
2017-04-20T00:00:00.000-04,GOOG,18.9054,18.6701,526164804.3,84.58
2017-04-21T00:00:00.000-04,GOOG,22.3136,22.3925,851837353.6,82.2477
2017-04-22T00:00:00.000-04,GOOG,20.8442,21.3176,1127682728,81.4678
2017-04-23T00:00:00.000-04,GOOG,14.3285,14.7693,1319852725,85.2965
2017-04-24T00:00:00.000-04,GOOG,29.1744,29.6252,485318737.6,84.4228
2017-04-25T00:00:00.000-04,GOOG,26.5445,26.4348,426927289.6,81.6923
2017-04-26T00:00:00.000-04,GOOG,25.3252,25.065,390812530.9,83.4025
2017-04-27T00:00:00.000-04,GOOG,20.958,21.8851,389288409.5,81.959
2017-04-28T00:00:00.000-04,GOOG,11.875,12.0288,651012075.5,79.9681
2017-04-29T00:00:00.000-04,GOOG,18.6862,18.109,675983255.7,77.4525
2017-04-30T00:00:00.000-04,GOOG,20.4479,21.1536,874942953.5,78.0828
2017-05-01T00:00:00.000-04,GOOG,22.9391,22.9549,715138746.2,80.1369
2017-05-02T00:00:00.000-04,GOOG,23.3853,23.8309,749156783.6,82.8295
2017-05-03T00:00:00.000-04,GOOG,4.5099,4.4267,787896957.8,79.9784
2017-05-04T00:00:00.000-04,GOOG,0.4145,0.1849,819368621.1,74.6839
2017-05-05T00:00:00.000-04,GOOG,-3.603,-2.8912,637197781.4,74.2981
2017-05-06T00:00:00.000-04,GOOG,4.3377,4.2627,894671529.9,81.1797
2017-05-07T00:00:00.000-04,GOOG,8.1901,8.0733,654163192.1,82.266
2017-05-08T00:00:00.000-04,GOOG,9.1722,9.6775,632006735.3,81.31
2017-05-09T00:00:00.000-04,GOOG,16.6081,16.3277,618464108.7,82.1916
2017-05-10T00:00:00.000-04,GOOG,18.3382,18.3694,394517739.1,81.5642
2017-05-11T00:00:00.000-04,GOOG,22.074,21.6538,563568784.1,78.4481
2017-05-12T00:00:00.000-04,GOOG,17.1685,17.3884,576068899.2,79.5041
2017-05-13T00:00:00.000-04,GOOG,21.5773,21.6709,1006304651,79.451
2017-05-14T00:00:00.000-04,GOOG,22.1601,21.6844,882659788.1,81.8961
2017-05-15T00:00:00.000-04,GOOG,23.786,23.6916,558125460.5,79.5849
2017-05-16T00:00:00.000-04,GOOG,15.6492,15.8518,325908258.6,81.287
2017-05-17T00:00:00.000-04,GOOG,29.3089,29.8301,484645614.4,84.2107
2017-05-18T00:00:00.000-04,GOOG,22.9163,22.8684,404942355.7,81.6454
2017-05-19T00:00:00.000-04,GOOG,20.598,20.5362,715420307.1,81.2888
2017-05-20T00:00:00.000-04,GOOG,23.4117,23.132,740902607.3,82.2643
2017-05-21T00:00:00.000-04,GOOG,22.0057,22.3059,1017463726,82.6363
2017-05-22T00:00:00.000-04,GOOG,22.6134,22.3368,857263663.1,81.741
2017-05-23T00:00:00.000-04,GOOG,24.6029,24.5817,421204841.8,80.9743
2017-05-24T00:00:00.000-04,GOOG,26.6548,26.9555,744848180.7,82.6938
2017-05-25T00:00:00.000-04,GOOG,24.5591,24.747,977465222.8,79.9467
2017-05-26T00:00:00.000-04,GOOG,28.168,28.3847,445974941.2,80.5579
2017-05-27T00:00:00.000-04,GOOG,15.2704,15.0409,992885950.2,83.0784
2017-05-28T00:00:00.000-04,GOOG,10.1512,10.1558,742310095.8,81.1332
2017-05-29T00:00:00.000-04,GOOG,18.8489,18.9324,914863817.8,76.7317
2017-05-30T00:00:00.000-04,GOOG,13.3421,13.0173,839170200.9,77.2966
2017-05-31T00:00:00.000-04,GOOG,19.5197,19.6415,587269522.9,79.7237
2017-06-01T00:00:00.000-04,GOOG,24.0084,23.8431,593794949.4,80.7852
2017-06-02T00:00:00.000-04,GOOG,18.9223,18.9042,949305249.7,76.1541
2017-06-03T00:00:00.000-04,GOOG,18.2037,18.0814,653099692.2,80.6646
2017-06-04T00:00:00.000-04,GOOG,21.5523,21.4758,1268950257,81.2725
2017-06-05T00:00:00.000-04,GOOG,14.6993,14.806,771348597.7,80.9271
2017-06-06T00:00:00.000-04,GOOG,31.085,31.4142,527838851.2,82.8516
2017-06-07T00:00:00.000-04,GOOG,20.5607,20.5827,1398149146,81.8429
2017-06-08T00:00:00.000-04,GOOG,27.5147,27.3938,469113778.5,83.301
2017-06-09T00:00:00.000-04,GOOG,23.6951,23.9346,611409009.3,82.6886
2017-06-10T00:00:00.000-04,GOOG,21.1891,21.839,387216891.9,81.0888
2017-06-11T00:00:00.000-04,GOOG,29.6864,29.7446,936917288.4,81.8588
2017-06-12T00:00:00.000-04,GOOG,23.137,23.1841,809150907.9,82.0532
2017-06-13T00:00:00.000-04,GOOG,22.7613,22.359,625291168.5,79.3305
2017-06-14T00:00:00.000-04,GOOG,28.3076,28.4234,598355270,81.195
2017-06-15T00:00:00.000-04,GOOG,25.5606,25.6328,682547255.1,81.9872
2017-06-16T00:00:00.000-04,GOOG,24.2377,24.1475,483198150.5,79.2932
2017-06-17T00:00:00.000-04,GOOG,20.7697,20.9079,868030223.5,77.9508
2017-06-18T00:00:00.000-04,GOOG,24.5417,24.4328,1390381603,80.3828
2017-06-19T00:00:00.000-04,GOOG,20.1122,23.9489,1343366317,79.1766
2017-06-20T00:00:00.000-04,GOOG,30.8779,31.487,547432339.1,82.7026
2017-06-21T00:00:00.000-04,GOOG,23.6182,23.5508,577174037.3,82.974
2017-06-22T00:00:00.000-04,GOOG,13.7887,13.82,1316169310,79.807
2017-06-23T00:00:00.000-04,GOOG,15.5554,15.5526,684185558.2,77.1943
2017-06-24T00:00:00.000-04,GOOG,18.0557,18.1619,530121254.5,80.5201
2017-06-25T00:00:00.000-04,GOOG,17.1495,17.0852,938268423.5,80.2668
2017-06-26T00:00:00.000-04,GOOG,17.1036,17.1019,877412879,78.8713
2017-06-27T00:00:00.000-04,GOOG,9.4103,10.2148,484990260.4,75.8347
2017-06-28T00:00:00.000-04,GOOG,14.9719,14.925,461869728.4,78.4216
2017-06-29T00:00:00.000-04,GOOG,22.2721,22.4889,633948156.8,80.4642
2017-06-30T00:00:00.000-04,GOOG,21.7409,22.0384,912625692.5,80.9248
2017-07-01T00:00:00.000-04,GOOG,14.5281,14.5725,740387925.1,82.4319
2017-07-02T00:00:00.000-04,GOOG,18.4188,18.868,1401421673,82.1699
2017-07-03T00:00:00.000-04,GOOG,17.2303,16.6148,462547914.9,76.6357
2017-07-04T00:00:00.000-04,GOOG,17.0482,17.6067,679769159.5,77.065
2017-07-05T00:00:00.000-04,GOOG,25.9716,25.9767,1377387497,85.9247
2017-07-06T00:00:00.000-04,GOOG,19.9669,19.8521,1849468735,80.4658
2017-07-07T00:00:00.000-04,GOOG,14.8082,14.5678,3145232637,79.5497
2017-07-08T00:00:00.000-04,GOOG,19.0282,19.4698,1640675337,79.2602
2017-07-09T00:00:00.000-04,GOOG,21.7147,21.2289,975013004,82.3473
2017-07-10T00:00:00.000-04,GOOG,18.8439,18.9109,474447527.8,78.2445
2017-07-11T00:00:00.000-04,GOOG,19.2976,19.1373,1105680549,80.8897
2017-07-12T00:00:00.000-04,GOOG,21.2053,20.9996,1163323263,78.5821
2017-07-13T00:00:00.000-04,GOOG,23.6018,23.678,924353406.5,78.8864
2017-07-14T00:00:00.000-04,GOOG,24.0664,23.8659,1365026017,79.8357
2017-07-15T00:00:00.000-04,GOOG,35.3745,35.3558,1561385518,86.5125
2017-07-16T00:00:00.000-04,GOOG,27.2863,27.2809,2227652873,87.9912
2017-07-17T00:00:00.000-04,GOOG,14.3456,14.1002,497401814.2,84.2978
2017-07-18T00:00:00.000-04,GOOG,21.3598,21.1629,517848770.7,81.6618
2017-07-19T00:00:00.000-04,GOOG,26.586,27.0505,797053544.9,81.5418
2017-07-20T00:00:00.000-04,GOOG,23.0203,23.4029,1135018846,82.1191
2017-07-21T00:00:00.000-04,GOOG,18.6153,19.1732,1137564011,84.5109
2017-07-22T00:00:00.000-04,GOOG,22.2704,22.7355,1855512225,84.2381
2017-07-23T00:00:00.000-04,GOOG,21.6203,21.7723,1259958930,83.1024
2017-07-24T00:00:00.000-04,GOOG,17.5692,18.3798,979591729.8,81.2412
2017-07-25T00:00:00.000-04,GOOG,15.7662,16.5173,720798698.9,81.5592
2017-07-26T00:00:00.000-04,GOOG,18.9709,19.1182,1312958366,81.6232
2017-07-27T00:00:00.000-04,GOOG,16.7991,16.8312,1229368822,78.5657
2017-07-28T00:00:00.000-04,GOOG,18.2437,18.0167,576802806.1,81.6061
2017-07-29T00:00:00.000-04,GOOG,8.7635,8.3228,2218033276,81.9245
2017-07-30T00:00:00.000-04,GOOG,11.6513,12.4284,1551726527,81.534
2017-07-31T00:00:00.000-04,GOOG,14.8456,14.4905,1055534408,80.8785
2017-08-01T00:00:00.000-04,GOOG,23.7185,23.2466,838139518.4,82.982
2017-08-02T00:00:00.000-04,GOOG,26.3625,26.0974,805374282.5,82.4706
2017-08-03T00:00:00.000-04,GOOG,17.3614,17.4475,1678518148,82.8742
2017-08-04T00:00:00.000-04,GOOG,19.8787,19.8506,1909370218,83.5677
2017-08-05T00:00:00.000-04,GOOG,11.4166,11.2306,984171061,83.3259
2017-08-06T00:00:00.000-04,GOOG,0.47,0.5171,1187631574,81.105
2017-08-07T00:00:00.000-04,GOOG,-0.0078,-0.4772,468192159.4,78.1275
2017-08-08T00:00:00.000-04,GOOG,-8.6601,-8.849,470208480.2,73.626
2017-08-09T00:00:00.000-04,GOOG,-1.8349,-1.1756,643744115.4,74.4097
2017-08-10T00:00:00.000-04,GOOG,1.3337,1.5022,664085391.8,76.1428
2017-08-11T00:00:00.000-04,GOOG,0.073,-1.0953,651863570.1,74.515
2017-08-12T00:00:00.000-04,GOOG,1.9641,1.6814,949017109.6,75.7988
2017-08-13T00:00:00.000-04,GOOG,13.3955,13.4369,788551560.9,77.5864
2017-08-14T00:00:00.000-04,GOOG,13.5277,13.5921,944845271.6,80.3678
2017-08-15T00:00:00.000-04,GOOG,2.7792,2.8155,924181998.8,77.2265
2017-08-16T00:00:00.000-04,GOOG,8.4368,8.485,1977688521,76.2025
2017-08-17T00:00:00.000-04,GOOG,17.8118,17.8966,1216162982,78.7559
2017-08-18T00:00:00.000-04,GOOG,17.1255,17.0996,499327660.7,79.5811
2017-08-19T00:00:00.000-04,GOOG,18.2285,18.2146,783122247.2,79.8598
2017-08-20T00:00:00.000-04,GOOG,10.6482,10.3173,1204898092,80.3144
2017-08-21T00:00:00.000-04,GOOG,19.235,19.4883,531383752.5,84.4412
2017-08-22T00:00:00.000-04,GOOG,10.1366,10.3436,818001473.8,83.4722
2017-08-23T00:00:00.000-04,GOOG,17.5779,20.2556,468854022.3,76.8547
2017-08-24T00:00:00.000-04,GOOG,17.2319,18.4521,919129322,80.4299
2017-08-25T00:00:00.000-04,GOOG,19.5224,19.7181,587595293.5,84.2157
2017-08-26T00:00:00.000-04,GOOG,11.5495,11.5037,644180598.8,85.2623
2017-08-27T00:00:00.000-04,GOOG,18.05,17.2704,3353525639,82.3711
2017-08-28T00:00:00.000-04,GOOG,16.4889,16.7349,767094272.7,79.1934
2017-08-29T00:00:00.000-04,GOOG,12.3943,12.1129,572794896.4,79.0554
2017-08-30T00:00:00.000-04,GOOG,15.3525,15.5787,502861422.2,81.3288
2017-08-31T00:00:00.000-04,GOOG,17.0225,17.0795,2613025891,81.8771
2017-09-01T00:00:00.000-04,GOOG,22.0887,22.0364,972343297.9,81.4911
2017-09-02T00:00:00.000-04,GOOG,17.733,17.9411,1348188936,81.0037
2017-09-03T00:00:00.000-04,GOOG,17.9394,17.6353,1171858815,83.5532
2017-09-04T00:00:00.000-04,GOOG,18.3752,17.9514,928745412,82.89
2017-09-05T00:00:00.000-04,GOOG,22.9225,22.8074,490711432.6,81.5468
2017-09-06T00:00:00.000-04,GOOG,22.8359,22.91,2807582777,82.2098
2017-09-07T00:00:00.000-04,GOOG,22.6932,22.8312,1718207710,80.9997
2017-09-08T00:00:00.000-04,GOOG,21.8207,21.8883,691363188.9,81.4227
2017-09-09T00:00:00.000-04,GOOG,11.3114,11.3651,3784653876,80.2053
2017-09-10T00:00:00.000-04,GOOG,13.5997,13.1451,4414795618,80.755
2017-09-11T00:00:00.000-04,GOOG,17.3725,17.2961,1752612013,83.985
2017-09-12T00:00:00.000-04,GOOG,16.8417,16.7141,2851154901,81.6708
2017-09-13T00:00:00.000-04,GOOG,19.3705,19.289,1270964032,82.3192
2017-09-14T00:00:00.000-04,GOOG,6.4354,6.7109,593696037.5,76.9288
2017-09-15T00:00:00.000-04,GOOG,2.1955,2.1718,475866690.9,77.76
2017-09-16T00:00:00.000-04,GOOG,0.2126,0.3503,881586286.4,79.9844
2017-09-17T00:00:00.000-04,GOOG,3.7632,3.7136,483194286.6,77.0771
2017-09-18T00:00:00.000-04,GOOG,24.4967,24.9284,741592393.3,77.0953
2017-09-19T00:00:00.000-04,GOOG,23.6653,23.6636,424380391.2,78.9561
2017-09-20T00:00:00.000-04,GOOG,17.9368,17.9956,601614461.6,75.6917
2017-09-21T00:00:00.000-04,GOOG,24.9859,25.0263,586147302.9,75.1989
2017-09-22T00:00:00.000-04,GOOG,24.0492,23.9881,532095438.2,76.7613
2017-09-23T00:00:00.000-04,GOOG,25.5925,25.7541,796052861.5,79.8794
2017-09-24T00:00:00.000-04,GOOG,22.7305,22.9581,432177890.6,83.8842
2017-09-25T00:00:00.000-04,GOOG,21.0886,21.5177,521763886.6,83.4922
2017-09-26T00:00:00.000-04,GOOG,26.257,27.1548,542585331.9,80.4601
2017-09-27T00:00:00.000-04,GOOG,20.0198,20.4915,642326792.4,79.8963
2017-09-28T00:00:00.000-04,GOOG,12.2862,12.1862,1198846951,81.1301
2017-09-29T00:00:00.000-04,GOOG,12.5964,12.6437,1545857202,79.799
2017-09-30T00:00:00.000-04,GOOG,14.8092,14.8511,1592397276,79.653
2017-10-01T00:00:00.000-04,GOOG,19.1886,19.005,1024462819,81.85
2017-10-02T00:00:00.000-04,GOOG,18.0844,17.6111,522847679.7,78.5089
2017-10-03T00:00:00.000-04,GOOG,9.3477,8.9934,826735130,81.8605
2017-10-04T00:00:00.000-04,GOOG,26.6105,27.2062,632637245.5,81.7304
2017-10-05T00:00:00.000-04,GOOG,27.711,28.1137,614625014.4,81.6121
2017-10-06T00:00:00.000-04,GOOG,19.9744,20.09,798364025.6,82.4924
2017-10-07T00:00:00.000-04,GOOG,18.6494,18.6577,1486152900,84.0581
2017-10-08T00:00:00.000-04,GOOG,22.2015,22.2334,717048334.1,87.3899
2017-10-09T00:00:00.000-04,GOOG,4.474,6.0887,692592753.3,80.6979
2017-10-10T00:00:00.000-04,GOOG,11.6376,13.4156,602490290.2,78.6874
2017-10-11T00:00:00.000-04,GOOG,14.3972,14.6405,753425504.5,80.5721
2017-10-12T00:00:00.000-04,GOOG,18.4658,18.2773,889002352.6,79.2318
2017-10-13T00:00:00.000-04,GOOG,24.9833,25.3926,1321812826,82.4758
2017-10-14T00:00:00.000-04,GOOG,19.5334,19.8065,1191038952,82.1742
2017-10-15T00:00:00.000-04,GOOG,17.0233,17.0738,1194393656,84.398
2017-10-16T00:00:00.000-04,GOOG,27.3571,27.6994,837971749.9,84.4153
2017-10-17T00:00:00.000-04,GOOG,20.9794,21.1625,518177616.2,84.1269
2017-10-18T00:00:00.000-04,GOOG,20.5921,20.3291,1664806168,83.4304
2017-10-19T00:00:00.000-04,GOOG,19.4913,20.0376,1185640225,81.9115
2017-10-20T00:00:00.000-04,GOOG,16.0367,15.8532,996893971.2,81.5706
2017-10-21T00:00:00.000-04,GOOG,15.2146,15.6756,2510006655,82.1671
2017-10-22T00:00:00.000-04,GOOG,18.4048,18.2894,880239646.8,81.2215
2017-10-23T00:00:00.000-04,GOOG,14.9267,14.678,1115572971,80.2322
2017-10-24T00:00:00.000-04,GOOG,16.8211,16.7752,791673207.2,81.2098
2017-10-25T00:00:00.000-04,GOOG,21.6082,21.3296,1048863762,81.5577
2017-10-26T00:00:00.000-04,GOOG,26.0154,26.0331,836441117.5,82.2308
2017-10-27T00:00:00.000-04,GOOG,19.4532,19.5008,655949589.9,81.5894
2017-10-28T00:00:00.000-04,GOOG,14.4189,14.7366,1706219181,78.6745
2017-10-29T00:00:00.000-04,GOOG,18.0564,17.5639,1501268945,82.1389
2017-10-30T00:00:00.000-04,GOOG,13.4296,13.7724,1092138360,78.1704
2017-10-31T00:00:00.000-04,GOOG,8.16,8.2269,720472995.4,75.7364
2017-11-01T00:00:00.000-04,GOOG,5.7987,6.3207,1308070329,79.714
2017-11-02T00:00:00.000-04,GOOG,12.6087,13.1725,794313805.5,78.366
2017-11-03T00:00:00.000-04,GOOG,14.7956,15.18,1161936729,82.2357
2017-11-04T00:00:00.000-04,GOOG,13.8777,13.8512,1846011053,83.0425
2017-11-05T00:00:00.000-04,GOOG,12.4553,12.4541,1497603169,81.9717
2017-11-06T00:00:00.000-05,GOOG,18.1611,18.0314,1850853397,83.8976
2017-11-07T00:00:00.000-05,GOOG,23.7647,23.9802,935459961.3,81.5386
2017-11-08T00:00:00.000-05,GOOG,23.2638,23.2598,898488598.8,85.0077
2017-11-09T00:00:00.000-05,GOOG,15.1697,14.9536,862016860.3,82.6236
2017-11-10T00:00:00.000-05,GOOG,17.3306,17.5115,2024874646,82.5507
2017-11-11T00:00:00.000-05,GOOG,16.0315,16.0629,2583792288,81.5724
2017-11-12T00:00:00.000-05,GOOG,18.7961,19.158,1208184137,82.6475
2017-11-13T00:00:00.000-05,GOOG,7.1653,7.4634,2355612361,80.8206
2017-11-14T00:00:00.000-05,GOOG,12.1055,12.4447,1245272148,81.3154
2017-11-15T00:00:00.000-05,GOOG,16.608,16.5048,374577328.2,81.4709
2017-11-16T00:00:00.000-05,GOOG,22.441,22.9021,368830791.7,81.6566
2017-11-17T00:00:00.000-05,GOOG,21.3567,22.6398,1642708426,80.6136
2017-11-18T00:00:00.000-05,GOOG,16.7018,16.7915,4722643584,81.3297
2017-11-19T00:00:00.000-05,GOOG,15.9576,15.973,1483069881,84.3681
2017-11-20T00:00:00.000-05,GOOG,18.1804,18.8728,1625605614,79.1189
2017-11-21T00:00:00.000-05,GOOG,14.1361,13.627,434877299.8,77.0993
2017-11-22T00:00:00.000-05,GOOG,8.6527,8.4136,339007479,76.9637
2017-11-23T00:00:00.000-05,GOOG,15.2823,14.911,355984617.2,79.721
2017-11-24T00:00:00.000-05,GOOG,15.3587,14.8806,1248260476,77.3855
2017-11-25T00:00:00.000-05,GOOG,12.2586,12.3823,505149318.8,84.3339
2017-11-26T00:00:00.000-05,GOOG,18.3116,17.9866,2177453917,82.5233
2017-11-27T00:00:00.000-05,GOOG,23.3336,23.6032,741263707.8,81.848
2017-11-28T00:00:00.000-05,GOOG,24.832,25.0863,910754852,80.9891
2017-11-29T00:00:00.000-05,GOOG,22.5282,22.8434,478184202.1,80.646
2017-11-30T00:00:00.000-05,GOOG,16.5299,16.6651,421573704.4,81.9885
2017-12-01T00:00:00.000-05,GOOG,22.3701,22.5533,2801579412,81.9898
2017-12-02T00:00:00.000-05,GOOG,26.0363,25.8277,1573081748,84.394
2017-12-03T00:00:00.000-05,GOOG,20.159,20.7506,5487957271,78.9705
2017-12-04T00:00:00.000-05,GOOG,11.1341,13.5319,2168272401,72.5151
2017-12-05T00:00:00.000-05,GOOG,14.7109,15.4835,509912948.7,76.8821
2017-12-06T00:00:00.000-05,GOOG,4.3678,4.7425,1036664258,79.3263
2017-12-07T00:00:00.000-05,GOOG,17.4271,17.8945,661194533.4,81.3512
2017-12-08T00:00:00.000-05,GOOG,27.9879,28.2148,1208557775,82.3722
2017-12-09T00:00:00.000-05,GOOG,19.4118,19.5133,1264428701,82.7647
