day,symbol,avg_entity_sentiment,avg_event_sentiment,avg_story_traffic,avg_event_relevance
2015-12-17T00:00:00.000-05,AAPL,16.2486,16.7971,35786952.9,76.1629
2015-12-18T00:00:00.000-05,AAPL,10.692,11.6582,14133370.85,75.3625
2015-12-19T00:00:00.000-05,AAPL,12.71,13.8825,8405087.5,74.86
2015-12-20T00:00:00.000-05,AAPL,16.0675,16.6238,7970367.95,77.7125
2015-12-21T00:00:00.000-05,AAPL,10.3669,10.8816,443310520.8,85.0246
2015-12-22T00:00:00.000-05,AAPL,2.4071,1.5375,27747110.85,83.6095
2015-12-23T00:00:00.000-05,AAPL,5.2056,5.4693,20693660.25,75.6366
2015-12-24T00:00:00.000-05,AAPL,16.783,17.7404,19665875.19,74.0468
2015-12-25T00:00:00.000-05,AAPL,11.8576,14.1358,5210148.97,83.5515
2015-12-26T00:00:00.000-05,AAPL,-0.3538,0.6385,4266015,78.9077
2015-12-27T00:00:00.000-05,AAPL,11.9429,13.0214,13022664.95,75.9667
2015-12-28T00:00:00.000-05,AAPL,11.69,11.3742,7437055.16,73.31
2015-12-29T00:00:00.000-05,AAPL,7.0377,8.9295,26899752.2,74.9574
2015-12-30T00:00:00.000-05,AAPL,8.3969,8.8175,43476723.27,77.7672
2015-12-31T00:00:00.000-05,AAPL,9.3642,7.8781,299315892.5,73.4448
2016-01-01T00:00:00.000-05,AAPL,23.1059,28.2,10219796.71,79.0647
2016-01-02T00:00:00.000-05,AAPL,6.35,4.8944,33892516.61,77.0611
2016-01-03T00:00:00.000-05,AAPL,-9.7375,-16.3125,4302709.875,75.725
2016-01-04T00:00:00.000-05,AAPL,9.0211,8.4586,451153699.3,72.1684
2016-01-05T00:00:00.000-05,AAPL,-2.0549,-2.4437,74589070.55,76.0085
2016-01-06T00:00:00.000-05,AAPL,-2.8429,-2.5677,29636487.13,74.0732
2016-01-07T00:00:00.000-05,AAPL,42.6439,43.188,69070860.63,90.5514
2016-01-08T00:00:00.000-05,AAPL,-1.0464,-0.9222,116836428.6,82.5066
2016-01-09T00:00:00.000-05,AAPL,12.7903,13.3715,21123444.42,74.6215
2016-01-10T00:00:00.000-05,AAPL,-25.2488,-22.2581,31267567.16,78.0767
2016-01-11T00:00:00.000-05,AAPL,2.7748,3.4725,26906035.1,80.1717
2016-01-12T00:00:00.000-05,AAPL,10.2903,10.8521,15765824.83,81.4241
2016-01-13T00:00:00.000-05,AAPL,5.7827,7.5293,35347100.22,82.7939
2016-01-14T00:00:00.000-05,AAPL,14.5983,14.1144,290854249.7,88.8899
2016-01-15T00:00:00.000-05,AAPL,0.6078,0.5761,27175170.17,87.976
2016-01-16T00:00:00.000-05,AAPL,20.7195,21.2359,54887836.37,92.3616
2016-01-17T00:00:00.000-05,AAPL,12.1762,13.1276,168350354.8,84.6276
2016-01-18T00:00:00.000-05,AAPL,4.8403,4.415,23722517.44,83.1
2016-01-19T00:00:00.000-05,AAPL,7.6441,8.835,17691195.44,84.4018
2016-01-20T00:00:00.000-05,AAPL,7.5849,9.0681,15360079.25,84.1487
2016-01-21T00:00:00.000-05,AAPL,19.0112,20.8834,27614505.98,85.3112
2016-01-22T00:00:00.000-05,AAPL,14.543,14.6866,438735890.8,76.2245
2016-01-23T00:00:00.000-05,AAPL,11.8649,11.4526,140301865.9,77.3614
2016-01-24T00:00:00.000-05,AAPL,-44.4939,-44.5659,8397326.061,65.8817
2016-01-25T00:00:00.000-05,AAPL,-47.2827,-46.7535,114063409.3,66.655
2016-01-26T00:00:00.000-05,AAPL,0.131,-0.1922,63375310.97,77.346
2016-01-27T00:00:00.000-05,AAPL,-3.9746,-4.0233,93881702.35,73.9659
2016-01-28T00:00:00.000-05,AAPL,-2.9749,-2.931,357601554.9,79.0778
2016-01-29T00:00:00.000-05,AAPL,7.5568,7.5363,266474295.7,72.2098
2016-01-30T00:00:00.000-05,AAPL,5.5091,6.045,20457052.6,73.0532
2016-01-31T00:00:00.000-05,AAPL,5.8045,5.6291,11700010.57,74.9091
2016-02-01T00:00:00.000-05,AAPL,13.3236,13.2691,34111568.67,77.0697
2016-02-02T00:00:00.000-05,AAPL,11.8293,11.7668,156699013,79.1346
2016-02-03T00:00:00.000-05,AAPL,-6.569,-6.4902,46543307.91,76.6603
2016-02-04T00:00:00.000-05,AAPL,18.6322,19.2992,611892611.5,70.9525
2016-02-05T00:00:00.000-05,AAPL,21.4094,20.667,77577127.34,69.6132
2016-02-06T00:00:00.000-05,AAPL,3.5397,4.5321,33745861.21,77.1921
2016-02-07T00:00:00.000-05,AAPL,-2.6048,-4.1083,32565622.05,80.8548
2016-02-08T00:00:00.000-05,AAPL,21.0134,21.084,29238133.52,76.0418
2016-02-09T00:00:00.000-05,AAPL,-23.1434,-22.7323,377305216.5,77.8939
2016-02-10T00:00:00.000-05,AAPL,14.7529,14.8794,12720613.91,73.2912
2016-02-11T00:00:00.000-05,AAPL,9.3308,10.1538,18139815.92,73.5135
2016-02-12T00:00:00.000-05,AAPL,13.5,13.2917,199891263.4,84.9419
2016-02-13T00:00:00.000-05,AAPL,2.823,2.6705,52922773.1,84.423
2016-02-14T00:00:00.000-05,AAPL,19.5333,19.5417,11298018.83,86.6444
2016-02-15T00:00:00.000-05,AAPL,0.8967,-0.82,35636951.03,81.4267
2016-02-16T00:00:00.000-05,AAPL,9.8621,10.5219,335068101.7,76.3034
2016-02-17T00:00:00.000-05,AAPL,-3.947,-4.1032,92816466.67,75.9478
2016-02-18T00:00:00.000-05,AAPL,-12.1878,-14.1286,62163704.95,81.1459
2016-02-19T00:00:00.000-05,AAPL,9.0828,9.3533,32266459.2,91.9725
2016-02-20T00:00:00.000-05,AAPL,13.5629,13.489,67426779.85,85.1619
2016-02-21T00:00:00.000-05,AAPL,37.7849,38.8632,13209983.3,93.2679
2016-02-22T00:00:00.000-05,AAPL,1.3612,1.1854,92525957.92,70.4816
2016-02-23T00:00:00.000-05,AAPL,-4.4528,-5.1553,20536818.36,78.1157
2016-02-24T00:00:00.000-05,AAPL,8.2417,7.9994,76261756.83,79.4604
2016-02-25T00:00:00.000-05,AAPL,0.3045,-0.1179,87538717.19,60.661
2016-02-26T00:00:00.000-05,AAPL,5.3549,5.2972,23874934.87,70.7098
2016-02-27T00:00:00.000-05,AAPL,7.574,6.81,71471017.98,87.43
2016-02-28T00:00:00.000-05,AAPL,28.2964,29.5027,10405024.34,69.9282
2016-02-29T00:00:00.000-05,AAPL,4.581,6.5233,86235791.62,78.3672
2016-03-01T00:00:00.000-05,AAPL,-1.9739,-2.2596,48387816.13,69.8109
2016-03-02T00:00:00.000-05,AAPL,5.7986,5.2641,81593461.77,75.9386
2016-03-03T00:00:00.000-05,AAPL,10.7266,10.1662,31024562.06,80.5096
2016-03-04T00:00:00.000-05,AAPL,17.8,17.4577,5671489.396,73.1938
2016-03-05T00:00:00.000-05,AAPL,10.1708,12.4812,88556128.54,81.3625
2016-03-06T00:00:00.000-05,AAPL,5.4458,6.4104,5344011.917,91.7417
2016-03-07T00:00:00.000-05,AAPL,-1.4708,-2.2077,46500544.54,73.4138
2016-03-08T00:00:00.000-05,AAPL,2.5111,3.4194,99362182.5,89.3
2016-03-09T00:00:00.000-05,AAPL,18.8368,19.0061,17193878.76,77.8395
2016-03-10T00:00:00.000-05,AAPL,24.7274,24.4852,18851811.07,85.956
2016-03-11T00:00:00.000-05,AAPL,10.4161,10.5716,337136752.7,82.8484
2016-03-12T00:00:00.000-05,AAPL,-27.8547,-28.4353,10817058.42,80.4347
2016-03-13T00:00:00.000-05,AAPL,3.7071,3.7357,10962672.68,84.1179
2016-03-14T00:00:00.000-04,AAPL,15.607,16.8349,44481079.67,83.8767
2016-03-15T00:00:00.000-04,AAPL,-5.4464,-5.3317,169735765,59.7616
2016-03-16T00:00:00.000-04,AAPL,0.0713,-0.7852,240688114.8,68.2025
2016-03-17T00:00:00.000-04,AAPL,16.4844,18.7367,38924742.81,76.45
2016-03-18T00:00:00.000-04,AAPL,10.7014,10.3855,37296540.67,79.7551
2016-03-19T00:00:00.000-04,AAPL,7.6318,9.0159,97450383.18,83.4682
2016-03-20T00:00:00.000-04,AAPL,-0.5086,-2.7886,52501805.57,80.7057
2016-03-21T00:00:00.000-04,AAPL,11.1684,11.4217,71148370.95,78.4232
2016-03-22T00:00:00.000-04,AAPL,13.4883,14.2998,57382746.49,79.1625
2016-03-23T00:00:00.000-04,AAPL,13.9,14.7003,12739103.38,75.5131
2016-03-24T00:00:00.000-04,AAPL,14.8688,14.7916,42686436.38,78.7938
2016-03-25T00:00:00.000-04,AAPL,14.6419,16.9145,44854482,80.9226
2016-03-26T00:00:00.000-04,AAPL,5.625,6.7875,228285018.8,87.7917
2016-03-27T00:00:00.000-04,AAPL,26.9328,26.5695,33596357.55,94.0859
2016-03-28T00:00:00.000-04,AAPL,1.9366,2.383,57884708.79,82.3049
2016-03-29T00:00:00.000-04,AAPL,-3.4556,-4.6365,9675700.794,72.2238
2016-03-30T00:00:00.000-04,AAPL,-12.933,-12.2125,523472340.8,83.6009
2016-03-31T00:00:00.000-04,AAPL,5.4902,5.7982,29070792.02,81.6967
2016-04-01T00:00:00.000-04,AAPL,14.3769,15.0515,306006495.2,82.46
2016-04-02T00:00:00.000-04,AAPL,3.24,3.99,11578726.35,81.74
2016-04-03T00:00:00.000-04,AAPL,5.9889,11.3444,15170202.44,90.5778
2016-04-04T00:00:00.000-04,AAPL,-0.5137,-0.489,47443488.56,82.7082
2016-04-05T00:00:00.000-04,AAPL,9.0824,8.5104,9090669.745,70.2549
2016-04-06T00:00:00.000-04,AAPL,21.1311,23.1778,40076640.27,80.2667
2016-04-07T00:00:00.000-04,AAPL,-1.9692,-2.2864,64451935.56,73.6872
2016-04-08T00:00:00.000-04,AAPL,9.7062,9.1881,39185282.25,80.0438
2016-04-09T00:00:00.000-04,AAPL,-17.6677,-17.959,697899593.3,86.4387
2016-04-10T00:00:00.000-04,AAPL,8.78,8.667,45329430.1,83.995
2016-04-11T00:00:00.000-04,AAPL,8.13,7.4924,21485323.09,82.2686
2016-04-12T00:00:00.000-04,AAPL,12.6674,13.2321,32229072.05,87.507
2016-04-13T00:00:00.000-04,AAPL,21.875,22.0766,14974885.05,78.6818
2016-04-14T00:00:00.000-04,AAPL,13.5818,13.9674,938698389.1,63.7111
2016-04-15T00:00:00.000-04,AAPL,11.4916,12.0041,163740143.7,69.5183
2016-04-16T00:00:00.000-04,AAPL,9.0611,9.6397,12004232.58,85.8639
2016-04-17T00:00:00.000-04,AAPL,14.5947,13.7184,34299561.79,90.9263
2016-04-18T00:00:00.000-04,AAPL,3.7454,4.3236,26046228.7,64.8654
2016-04-19T00:00:00.000-04,AAPL,2.1127,2.3541,35321853.09,54.2189
2016-04-20T00:00:00.000-04,AAPL,0.9153,1.4008,296771930,75.6475
2016-04-21T00:00:00.000-04,AAPL,14.7868,15.3937,16845285.2,79.0868
2016-04-22T00:00:00.000-04,AAPL,9.7164,9.1824,19069138.58,84.5473
2016-04-23T00:00:00.000-04,AAPL,-2.1011,-1.9697,10341696.09,87.627
2016-04-24T00:00:00.000-04,AAPL,14.6714,12.6795,83330342.1,81.9762
2016-04-25T00:00:00.000-04,AAPL,10.0732,10.882,222359498.4,82.3415
2016-04-26T00:00:00.000-04,AAPL,-3.0724,-2.4325,66362303.41,83.794
2016-04-27T00:00:00.000-04,AAPL,-6.5363,-6.4563,166268683.6,83.371
2016-04-28T00:00:00.000-04,AAPL,-8.7536,-7.3366,390299383.2,82.2565
2016-04-29T00:00:00.000-04,AAPL,2.7418,3.9959,19990238.45,83.4336
2016-04-30T00:00:00.000-04,AAPL,-39.0738,-39.1484,11361326.84,78.8508
2016-05-01T00:00:00.000-04,AAPL,-10.1903,-11.7435,64634440.65,91.5452
2016-05-02T00:00:00.000-04,AAPL,-1.7662,-3.5806,28057216.21,77.5088
2016-05-03T00:00:00.000-04,AAPL,4.9059,5.4793,22887005.69,77.8565
2016-05-04T00:00:00.000-04,AAPL,-25.4573,-25.3292,29411745.18,71.2917
2016-05-05T00:00:00.000-04,AAPL,-4.574,-4.8733,82623521.18,82.2644
2016-05-06T00:00:00.000-04,AAPL,14.5442,15.5951,20419185.72,76.4047
2016-05-07T00:00:00.000-04,AAPL,2.0048,3.3881,11315550.62,80.919
2016-05-08T00:00:00.000-04,AAPL,-25.7138,-25.5168,5455884.352,48.1062
2016-05-09T00:00:00.000-04,AAPL,-0.7647,-0.965,367311887.2,79.7451
2016-05-10T00:00:00.000-04,AAPL,5.2037,4.9572,331530969,80.3407
2016-05-11T00:00:00.000-04,AAPL,-3.3196,-2.4841,751144248.1,75.9348
2016-05-12T00:00:00.000-04,AAPL,-8.155,-7.5988,331013315.7,73.79
2016-05-13T00:00:00.000-04,AAPL,9.0127,9.401,39104203.54,75.094
2016-05-14T00:00:00.000-04,AAPL,5.6522,5.6715,12270343.5,83.3261
2016-05-15T00:00:00.000-04,AAPL,-3.9125,-5.4417,14863039.83,80.5875
2016-05-16T00:00:00.000-04,AAPL,9.0252,9.0399,212505328.5,67.7869
2016-05-17T00:00:00.000-04,AAPL,19.7087,18.0897,23015984.43,68.3579
2016-05-18T00:00:00.000-04,AAPL,19.3,18.8078,208428030.3,73.67
2016-05-19T00:00:00.000-04,AAPL,10.0529,10.5839,64074970.49,73.9314
2016-05-20T00:00:00.000-04,AAPL,-0.3857,-0.0327,57291451.22,77.9959
2016-05-21T00:00:00.000-04,AAPL,17.556,19.128,105898878.9,75.508
2016-05-22T00:00:00.000-04,AAPL,12.0167,12.2983,134445919,87.9667
2016-05-23T00:00:00.000-04,AAPL,17.0123,17.0351,34889720,77.7035
2016-05-24T00:00:00.000-04,AAPL,23.3814,23.1343,43386883.05,62.4616
2016-05-25T00:00:00.000-04,AAPL,30.3971,30.3556,68402677.17,44.671
2016-05-26T00:00:00.000-04,AAPL,17.6725,16.5129,27932036.63,76.3077
2016-05-27T00:00:00.000-04,AAPL,8.05,6.9968,39045517.08,75.2903
2016-05-28T00:00:00.000-04,AAPL,13.8333,16.0905,19639033.57,84.5667
2016-05-29T00:00:00.000-04,AAPL,2.3846,8.4154,27011485.46,82.3231
2016-05-30T00:00:00.000-04,AAPL,3.7692,2.6846,23105715.54,86.8462
2016-05-31T00:00:00.000-04,AAPL,4.314,4.1149,333711455,78.0895
2016-06-01T00:00:00.000-04,AAPL,14.8949,16.0859,33684033.41,74.8308
2016-06-02T00:00:00.000-04,AAPL,-6.9786,-6.5543,216722947.7,71.3048
2016-06-03T00:00:00.000-04,AAPL,3.5133,3.166,24042280.65,76.0787
2016-06-04T00:00:00.000-04,AAPL,20.1062,19.4781,14144515.16,65.5469
2016-06-05T00:00:00.000-04,AAPL,12.2857,13.1214,63906884.21,79.3214
2016-06-06T00:00:00.000-04,AAPL,59.4037,59.0796,183408207.8,90.2861
2016-06-07T00:00:00.000-04,AAPL,23.553,21.5026,17978835.23,77.4409
2016-06-08T00:00:00.000-04,AAPL,15.3833,15.4587,95335406.78,81.8963
2016-06-09T00:00:00.000-04,AAPL,3.0926,2.3954,223562699,76.5568
2016-06-10T00:00:00.000-04,AAPL,14.663,14.7796,248171330.7,76.2543
2016-06-11T00:00:00.000-04,AAPL,23.9929,23.5125,15791276.86,78.8464
2016-06-12T00:00:00.000-04,AAPL,0.5357,1.4357,24099321.14,85.2786
2016-06-13T00:00:00.000-04,AAPL,9.4959,10.6448,192576325.3,83.5439
2016-06-14T00:00:00.000-04,AAPL,5.1836,4.9922,5553282.615,95.0046
2016-06-15T00:00:00.000-04,AAPL,0.6672,0.9492,282202120.5,85.4607
2016-06-16T00:00:00.000-04,AAPL,-58.0698,-58.0321,5354158.421,95.4534
2016-06-17T00:00:00.000-04,AAPL,-7.769,-7.2991,14616612.02,78.2948
2016-06-18T00:00:00.000-04,AAPL,-4.0483,-3.6172,73942366.72,76.2655
2016-06-19T00:00:00.000-04,AAPL,10.484,10.574,7643625.52,83.268
2016-06-20T00:00:00.000-04,AAPL,9.5269,9.7385,38904800.63,80.4577
2016-06-21T00:00:00.000-04,AAPL,28.5077,31.1603,87926419.77,72.2436
2016-06-22T00:00:00.000-04,AAPL,19.7833,21.3,450754505.6,77.2021
2016-06-23T00:00:00.000-04,AAPL,7.2717,8.1315,467429860.2,79.65
2016-06-24T00:00:00.000-04,AAPL,-2.82,-2.8592,10503831.48,77.784
2016-06-25T00:00:00.000-04,AAPL,-6.58,-6.52,8620792.76,64.168
2016-06-26T00:00:00.000-04,AAPL,-1.5375,-7.2562,198474.875,59.45
2016-06-27T00:00:00.000-04,AAPL,8.92,8.405,576444412.8,75.6833
2016-06-28T00:00:00.000-04,AAPL,19.3267,20.3582,45058089.96,74.0756
2016-06-29T00:00:00.000-04,AAPL,3.2538,3.2296,13728828.38,76.2308
2016-06-30T00:00:00.000-04,AAPL,10.35,10.55,380008824.1,85.25
2016-07-01T00:00:00.000-04,AAPL,8.6477,9.2489,20085173.75,74.7682
2016-07-02T00:00:00.000-04,AAPL,4.6261,1.5239,6878574.826,74.4391
2016-07-03T00:00:00.000-04,AAPL,6.9308,9.5808,1298989376,74.9462
2016-07-04T00:00:00.000-04,AAPL,-20.15,-20.0488,426939927.6,89.4976
2016-07-05T00:00:00.000-04,AAPL,4.3589,2.9438,332052462.3,85.7179
2016-07-06T00:00:00.000-04,AAPL,6.6868,8.1132,13952535.08,82.2566
2016-07-07T00:00:00.000-04,AAPL,6.6516,6.1871,557788910.5,84.1613
2016-07-08T00:00:00.000-04,AAPL,-2.9109,-2.67,373878209.2,80.9261
2016-07-09T00:00:00.000-04,AAPL,21.5,25.0753,5679417.353,85.9941
2016-07-10T00:00:00.000-04,AAPL,15.9333,16.1767,13545759.93,83.73
2016-07-11T00:00:00.000-04,AAPL,16.6,15.068,289830197.9,79.0133
2016-07-12T00:00:00.000-04,AAPL,12.8143,10.975,113135152,80.2929
2016-07-13T00:00:00.000-04,AAPL,-3.3838,-3.5473,83448736.68,78.5135
2016-07-14T00:00:00.000-04,AAPL,15.0435,14.9526,19231444.59,74.0196
2016-07-15T00:00:00.000-04,AAPL,-0.8913,-0.608,13285392.09,79.687
2016-07-16T00:00:00.000-04,AAPL,-8.1667,-8.681,15889246.95,85.7571
2016-07-17T00:00:00.000-04,AAPL,21.1952,18.9538,13880824.95,82.9571
2016-07-18T00:00:00.000-04,AAPL,8.4621,8.4845,6722479.966,78.7379
2016-07-19T00:00:00.000-04,AAPL,3.2125,3.7031,10053314.44,80.925
2016-07-20T00:00:00.000-04,AAPL,2.9978,3.5556,805839842.6,80.5622
2016-07-21T00:00:00.000-04,AAPL,6.0947,6.4002,898985967.7,81.9807
2016-07-22T00:00:00.000-04,AAPL,8.1897,10.0987,888510832.6,83.3974
2016-07-23T00:00:00.000-04,AAPL,4.4,4.725,536462130.4,81.1438
2016-07-24T00:00:00.000-04,AAPL,-3.0267,-3.5723,5795318.4,80.5433
2016-07-25T00:00:00.000-04,AAPL,-7.3473,-7.6173,16291556.49,82.4073
2016-07-26T00:00:00.000-04,AAPL,4.5653,4.4668,268604422.6,80.0084
2016-07-27T00:00:00.000-04,AAPL,13.267,13.9013,922019459.8,84.4714
2016-07-28T00:00:00.000-04,AAPL,18.1333,18.3956,246699495.8,81.8194
2016-07-29T00:00:00.000-04,AAPL,8.3824,7.7912,509017406.1,74.5588
2016-07-30T00:00:00.000-04,AAPL,9.25,8.4654,22027968.19,81.3654
2016-07-31T00:00:00.000-04,AAPL,23.0167,23.8888,3586508.333,78.15
2016-08-01T00:00:00.000-04,AAPL,31.4678,32.4681,18438067.17,73.1542
2016-08-02T00:00:00.000-04,AAPL,63.2892,63.2393,9218334.331,64.2649
2016-08-03T00:00:00.000-04,AAPL,19.6833,19.0806,495213162.1,84.1139
2016-08-04T00:00:00.000-04,AAPL,14.9727,15.525,532521828.6,76.2182
2016-08-05T00:00:00.000-04,AAPL,10.6219,9.7853,35042839.19,69.8062
2016-08-06T00:00:00.000-04,AAPL,17.175,17.9125,1042104873,88.025
2016-08-07T00:00:00.000-04,AAPL,20.92,20.6467,42903182.13,86.2333
2016-08-08T00:00:00.000-04,AAPL,-9.122,-7.5793,16087871.29,78.3927
2016-08-09T00:00:00.000-04,AAPL,17.9914,18.1306,73846159.8,75.0229
2016-08-10T00:00:00.000-04,AAPL,23.3975,23.5288,845649242.4,77.5725
2016-08-11T00:00:00.000-04,AAPL,21.7625,20.7075,25030570.05,85.245
2016-08-12T00:00:00.000-04,AAPL,-16.497,-18.5424,15152423.45,82.3485
2016-08-13T00:00:00.000-04,AAPL,17.87,19.355,3343792820,81.36
2016-08-14T00:00:00.000-04,AAPL,55.3372,54.6198,9574706.442,65.5907
2016-08-15T00:00:00.000-04,AAPL,13.4404,14.6923,654915118,67.5731
2016-08-16T00:00:00.000-04,AAPL,23.1977,23.8198,393153403.1,73.6227
2016-08-17T00:00:00.000-04,AAPL,57.9032,58.0964,8727424.611,92.6762
2016-08-18T00:00:00.000-04,AAPL,12.25,15.1647,70628891.47,77.8588
2016-08-19T00:00:00.000-04,AAPL,17.2055,18.4822,625682559.5,80.7927
2016-08-20T00:00:00.000-04,AAPL,27.405,28.7035,4088071.65,69.35
2016-08-21T00:00:00.000-04,AAPL,4.1214,6.3929,115261432.7,82.4857
2016-08-22T00:00:00.000-04,AAPL,20.9025,20.2032,5339217.9,81.99
2016-08-23T00:00:00.000-04,AAPL,15.49,17.0612,43098265.93,72.1925
2016-08-24T00:00:00.000-04,AAPL,9.7125,10.9417,385691765.1,68.7938
2016-08-25T00:00:00.000-04,AAPL,9.681,9.554,504708644.6,80.4714
2016-08-26T00:00:00.000-04,AAPL,13.5294,13.5876,341646729.1,77.8294
2016-08-27T00:00:00.000-04,AAPL,4.5194,5.0516,548375758.7,81.9226
2016-08-28T00:00:00.000-04,AAPL,19.7424,18.8812,64874956.64,81.3364
2016-08-29T00:00:00.000-04,AAPL,3.8843,3.6246,16215858.89,79.1071
2016-08-30T00:00:00.000-04,AAPL,-8.9845,-8.4768,543824070.7,69.9412
2016-08-31T00:00:00.000-04,AAPL,-10.7338,-10.3569,20053437.69,70.9868
2016-09-01T00:00:00.000-04,AAPL,16.1821,16.9504,333695860.2,72.2857
2016-09-02T00:00:00.000-04,AAPL,-2.9474,-3.1346,322488980,74.2947
2016-09-03T00:00:00.000-04,AAPL,21.3833,20.7738,696887673.2,84.4667
2016-09-04T00:00:00.000-04,AAPL,10.7605,11.586,10710196.47,56.393
2016-09-05T00:00:00.000-04,AAPL,27.0656,26.5416,1049046794,65.1688
2016-09-06T00:00:00.000-04,AAPL,24.9554,25.0446,45408263.7,83.9589
2016-09-07T00:00:00.000-04,AAPL,14.2967,14.6458,164944664.2,83.9593
2016-09-08T00:00:00.000-04,AAPL,10.9169,10.9399,742454467.5,76.7228
2016-09-09T00:00:00.000-04,AAPL,8.5461,8.3991,393454788.8,86.6573
2016-09-10T00:00:00.000-04,AAPL,11.7548,11.3281,9903749.968,82.0065
2016-09-11T00:00:00.000-04,AAPL,-9.5146,-23.1484,14400647.79,77.5659
2016-09-12T00:00:00.000-04,AAPL,6.3466,5.1849,32229664.78,78.3087
2016-09-13T00:00:00.000-04,AAPL,11.0909,12.2113,672814585.7,77.5564
2016-09-14T00:00:00.000-04,AAPL,20.7045,20.4164,1131625502,76.1189
2016-09-15T00:00:00.000-04,AAPL,20.599,20.8448,734621939.4,81.6875
2016-09-16T00:00:00.000-04,AAPL,1.943,1.8756,376516212,80.4043
2016-09-17T00:00:00.000-04,AAPL,30.8111,30.5315,9527597.148,69.4519
2016-09-18T00:00:00.000-04,AAPL,24.5,25.4021,70902191.63,92.6375
2016-09-19T00:00:00.000-04,AAPL,9.9396,10.7642,351812083,80.4038
2016-09-20T00:00:00.000-04,AAPL,17.1914,16.8719,657334098.8,76.3505
2016-09-21T00:00:00.000-04,AAPL,9.3363,9.6794,687377681.4,80.8392
2016-09-22T00:00:00.000-04,AAPL,13.2846,13.586,29335721.62,76.66
2016-09-23T00:00:00.000-04,AAPL,10.9607,13.2179,1227617818,78.0571
2016-09-24T00:00:00.000-04,AAPL,14.76,17.935,6204418,79.695
2016-09-25T00:00:00.000-04,AAPL,1.8543,0.3334,48999653.49,82.5543
2016-09-26T00:00:00.000-04,AAPL,11.8333,12.9933,654798397.1,79.3022
2016-09-27T00:00:00.000-04,AAPL,10.522,9.575,402458177.2,81.444
2016-09-28T00:00:00.000-04,AAPL,17.323,17.195,477887095.5,80.1081
2016-09-29T00:00:00.000-04,AAPL,9.8061,10.2082,1037666400,78.7776
2016-09-30T00:00:00.000-04,AAPL,11.9854,11.6044,5189183.268,78.1195
2016-10-01T00:00:00.000-04,AAPL,-19.3115,-18.3731,653415119.7,74.8231
2016-10-02T00:00:00.000-04,AAPL,22.0643,20.5429,1217603445,85.2571
2016-10-03T00:00:00.000-04,AAPL,5.8172,1.0183,1171511720,77.1966
2016-10-04T00:00:00.000-04,AAPL,14.5087,14.7145,1269659508,70.4971
2016-10-05T00:00:00.000-04,AAPL,8.9667,9.9152,287968091.4,75.1106
2016-10-06T00:00:00.000-04,AAPL,22.5796,20.6969,1372220320,73.2102
2016-10-07T00:00:00.000-04,AAPL,4.7418,5.4291,939279576.9,75.9164
2016-10-08T00:00:00.000-04,AAPL,8.0222,7.3333,1190449.556,83.5944
2016-10-09T00:00:00.000-04,AAPL,14.3471,14.5471,67686634.47,76.5294
2016-10-10T00:00:00.000-04,AAPL,8.8537,9.6495,832610869.9,76.9122
2016-10-11T00:00:00.000-04,AAPL,18.575,19.7184,290262452.7,75.5828
2016-10-12T00:00:00.000-04,AAPL,8.7625,5.2762,439211815.8,79.04
2016-10-13T00:00:00.000-04,AAPL,8.0609,7.7478,386294542.3,80.9565
2016-10-14T00:00:00.000-04,AAPL,5.3451,3.7088,693423113.5,74.902
2016-10-15T00:00:00.000-04,AAPL,10.5091,10.1833,3650459.546,82.2636
2016-10-16T00:00:00.000-04,AAPL,24.3333,22.3087,141995213.7,87.6133
2016-10-17T00:00:00.000-04,AAPL,21.47,23.4,389574943.9,82.972
2016-10-18T00:00:00.000-04,AAPL,11.1431,9.9486,24534625.65,86.098
2016-10-19T00:00:00.000-04,AAPL,1.5756,1.754,393908925.3,77.9244
2016-10-20T00:00:00.000-04,AAPL,18.1861,18.2431,997172533.6,81.4611
2016-10-21T00:00:00.000-04,AAPL,16.0722,16.1361,480363904.2,83.2278
2016-10-22T00:00:00.000-04,AAPL,21.9818,24.8,148676177.8,76.6091
2016-10-23T00:00:00.000-04,AAPL,15.7125,15.5833,11537268.96,64.5583
2016-10-24T00:00:00.000-04,AAPL,15.3286,14.945,296825329.8,78.06
2016-10-25T00:00:00.000-04,AAPL,-2.0595,-4.2904,248118515.8,85.7202
2016-10-26T00:00:00.000-04,AAPL,1.1421,0.6478,289518304.1,78.3714
2016-10-27T00:00:00.000-04,AAPL,9.0807,9.5412,226645861.4,81.4819
2016-10-28T00:00:00.000-04,AAPL,11.3459,11.2472,307490808.3,86.2262
2016-10-29T00:00:00.000-04,AAPL,14.813,15.0239,88578708.85,69.7804
2016-10-30T00:00:00.000-04,AAPL,-17.5078,-28.9167,25690505.35,67.7431
2016-10-31T00:00:00.000-04,AAPL,-16.026,-29.5575,361156638.9,65.765
2016-11-01T00:00:00.000-04,AAPL,-0.2325,-3.7978,219097244.9,73.9725
2016-11-02T00:00:00.000-04,AAPL,-4.4688,-3.1423,397652986.1,72.7
2016-11-03T00:00:00.000-04,AAPL,-6.6848,-6.5522,1624385235,65.9177
2016-11-04T00:00:00.000-04,AAPL,12.6629,11.83,998381144.5,81.78
2016-11-05T00:00:00.000-04,AAPL,7.0517,7.731,584652705,80.7345
2016-11-06T00:00:00.000-04,AAPL,7.4143,8.0167,816467087.4,79.419
